# 16_Project Registration (58 rows)
Template 9 — PMO Project Registration and Handoff |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Creates the registered project only after traceability, funding, procurement outcome, ownership and minimum-document checks pass. |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Section / Sub-Entity | Field ID | Field Label | Technical Name | Definition & Business Use | Data Type | Length / Format | Required | Conditional / Visibility Rule | Default / Source | Editable By | Validation / Allowed Values | System / Calculation Rule | Key Mapping / Downstream Use | Classification
Benefits | PRJ-027 | Success Measures | project_success_measures | Project delivery and outcome success measures. | Repeatable Metric | Metric + target + date + owner | Yes | Registration | Demand/KPI | Business Owner/PMO | At least one delivery and one outcome measure where applicable | Governance reporting. | P+/BSC | Internal
Schedule | PRJ-028 | Planned Start Date | planned_start_date | Initial planned project start. | Date | yyyy-mm-dd | Yes | Registration | Contract/procurement | PMO | On/after authority/contract effective date | Baseline candidate. | P+/EPMO | Internal
Schedule | PRJ-029 | Planned End Date | planned_end_date | Initial planned completion/acceptance. | Date | yyyy-mm-dd | Yes | Registration | Contract/procurement | PMO | > planned start | Baseline candidate. | P+/BSC | Internal
Schedule | PRJ-030 | Contract Start / End | contract_dates | Effective contract delivery period. | Structured Date | Start + end | Conditional | External contract | Procurement | System | Matches contract source | Schedule and commercial controls. | P+/SAP | Confidential
Schedule | PRJ-031 | Key Contract / Business Milestones | registration_milestones | Milestones known at handoff. | Repeatable Milestone | Name + date + source | Yes | Registration | Demand/contract | PMO | Dates within project/contract window or explanation | Initial milestone plan. | P+/EPMO | Confidential
Financial | PRJ-032 | Approved Project Budget SAR | approved_project_budget_sar | Budget allocated to project. | Currency | SAR #,##0 | Yes | Registration | Budget line | System | >= contract/commitment or approved funding structure | Project financial baseline. | P+/BSC | Confidential
Financial | PRJ-033 | Contract / PO Value SAR | contract_value_sar | Committed commercial value. | Currency | SAR #,##0 | Conditional | External award | Procurement/SAP | System | Matches source transaction | Budget variance and project reporting. | P+/SAP | Confidential
Financial | PRJ-034 | Contingency / Management Reserve | project_contingency_sar | Approved explicit reserve available to project. | Currency | SAR #,##0 | No | Reserve approved | Budget | System/PMO | Cannot exceed approved budget line contingency | Financial baseline. | P+ | Confidential
Financial | PRJ-035 | Funding Profile | project_funding_profile | Fiscal-period budget allocation. | Repeatable Currency | FY/period + amount | Yes | Registration | Budget phasing | System/PMO | Totals reconcile to project budget | Project cash/forecast planning. | P+/SAP | Confidential
Commercial | PRJ-036 | Contract ID | contract_id | Primary delivery contract. | Reference | Contract ID | Conditional | External project | Procurement | System | Signed/effective or authorized notice to proceed | Contract management. | P+/SAP | Confidential
Commercial | PRJ-037 | Purchase Order ID | purchase_order_id | Primary PO/call-off reference. | Reference | PO ID | Conditional | PO-based engagement | Procurement/SAP | System | Active source record | Commitment and invoice tracking. | P+/SAP | Confidential
Commercial | PRJ-038 | Payment Milestones | payment_milestones | Contract payment schedule and acceptance triggers. | Repeatable Currency | Milestone + date + amount + trigger | Conditional | External project | Contract | System/PMO | Totals reconcile to contract value | Project forecast and acceptance. | P+/SAP | Confidential
Risk | PRJ-039 | Initial Risk Rating | initial_risk_rating | Overall risk level at registration. | Enum/Score | Low; Medium; High; Critical | Yes | Registration | Demand/assessment | PMO | Approved matrix | Governance intensity and reporting. | P+/EPMO | Confidential
Risk | PRJ-040 | Initial Risks | initial_risks | Risks transferred from demand/procurement plus registration risks. | Repeatable Risk | Risk + cause + event + impact + owner + response | Yes | Registration | Demand/procurement | PMO/Business Owner | At least one or explicit None | Seeds project RAID log. | P+/EPMO | Confidential
RAIDC | PRJ-041 | Assumptions | project_assumptions | Key assumptions transferred to project. | Repeatable Text | Statement + owner + review date | Yes | Registration | Demand | PMO/Business Owner | At least one or explicit None | Seeds project RAID log. | P+/EPMO | Confidential
RAIDC | PRJ-042 | Constraints | project_constraints | Known cost, time, scope, resource, policy and technology constraints. | Repeatable Text | Statement + owner | Yes | Registration | Demand/contract | PMO/Business Owner | At least one or explicit None | Seeds project RAID log. | P+/EPMO | Confidential
RAIDC | PRJ-043 | Dependencies | project_dependencies | Internal/external dependencies. | Repeatable Reference | Dependency + owner + date + status | Yes | Registration | Demand/procurement | PMO/Business Owner | At least one or explicit None | Seeds project dependency log. | P+/EPMO | Confidential
Governance | PRJ-044 | Governance Tier | governance_tier | PMO governance intensity/tier. | Enum | Tier 1; Tier 2; Tier 3 / configured | Yes | Registration | Complexity model | PMO | Mapped from complexity/risk/value rules | Determines gates, reports and forums. | P+/EPMO | Internal
Governance | PRJ-045 | Steering Committee Required | steering_committee_required | Whether formal steering governance is required. | Boolean | Yes/No | Yes | Registration | Governance rules | PMO | High/major/critical defaults Yes | Creates committee setup action. | P+/EPMO | Internal
Governance | PRJ-046 | Reporting Frequency | project_reporting_frequency | Required project status reporting cadence. | Enum | Weekly; Biweekly; Monthly | Yes | Registration | Governance tier | PMO | Configured mapping | Generates status reporting schedule. | P+/EPMO | Internal
Governance | PRJ-047 | Next Lifecycle Phase | next_lifecycle_phase | Phase to enter after registration. | Reference | Lifecycle phase code | Yes | Registration | Workflow | PMO | Valid configured transition | Creates next-phase record/task. | P+/EPMO | Internal
Readiness | PRJ-048 | Approved Demand Available | check_approved_demand | Confirms validated demand/business case. | Boolean | Pass/Fail | Yes | Registration | System check | System | Pass required | Registration checklist. | Workflow | Internal
Readiness | PRJ-049 | Approved Budget Available | check_approved_budget | Confirms effective approved funding. | Boolean | Pass/Fail | Yes | Registration | System check | System | Pass required | Registration checklist. | Workflow | Internal
Readiness | PRJ-050 | Procurement Outcome Complete | check_procurement_complete | Confirms required procurement milestone/outcome. | Boolean | Pass/Fail | Yes | Registration | System check | System | Pass required or authorized exception | Registration checklist. | Workflow | Internal
Readiness | PRJ-051 | Minimum Document Pack Complete | check_document_pack | Confirms mandatory source documents are attached/linked. | Boolean | Pass/Fail | Yes | Registration | System checklist | PMO | Demand, approval, scope, contract/PO, budget and handoff evidence per applicability | Registration checklist. | Audit | Internal
Readiness | PRJ-052 | Duplicate Project Check | duplicate_project_check | Checks against existing projects and registrations. | Enum | Clear; Potential Duplicate; Duplicate; Related/Accepted | Yes | Registration | System + PMO | PMO | Non-clear requires related ID/disposition | Prevents duplicate registration. | Portfolio | Confidential
Decision | PRJ-053 | PMO Registration Decision | registration_decision | PMO disposition of the handoff. | Enum | Registered; Registered with Conditions; Returned; Not a Project; Rejected/Closed | Yes | PMO review | Pending | PMO | Comments mandatory except Registered | Registered creates project ID and next-phase link. | Workflow | Internal
Decision | PRJ-054 | Registration Conditions / Comments | registration_comments | PMO conditions, return requirements or rationale. | Long Text | 2,000 chars | Conditional | Decision not plain Registered | Manual | PMO | Conditions require owner/due date; return identifies missing fields/docs | Creates follow-up tasks. | Workflow | Confidential
Integration | PRJ-055 | P+ / EPMO External Project ID | external_project_id | Identifier assigned by project management system. | Reference | External ID | Conditional | Integration enabled/registration complete | P+/EPMO integration | System | Unique within source | Bi-directional status and master-data link. | BSC/portfolio | Internal
