# 14_Procurement Plan (70 rows)
Template 8A — Procurement Plan Header and Items |  |  |  |  |  |  |  |  |  |  |  |  |  | 
The parent plan controls fiscal cycle, release and totals. Every child item maps to an approved budget line and retains demand/strategy links; project outcomes route to PMO when ready. |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Section / Sub-Entity | Field ID | Field Label | Technical Name | Definition & Business Use | Data Type | Length / Format | Required | Conditional / Visibility Rule | Default / Source | Editable By | Validation / Allowed Values | System / Calculation Rule | Key Mapping / Downstream Use | Classification
Plan Header | PPL-011 | Approved Funding Available SAR | approved_funding_available_sar | Total approved budget allocated to plan items. | Currency | SAR #,##0 | No | Items generated/mapped | System derived | System | Approved effective budget lines only | Sum distinct approved amounts mapped to the plan. | Budget/dashboard | Confidential
Plan Header | PPL-012 | Planned Procurement Value SAR | planned_procurement_value_sar | Total current planned value of active items. | Currency | SAR #,##0 | No | Items exist | System derived | System | Current plan-version items only | Sum planned item values; must not double-count split/shared budget lines. | Dashboard | Confidential
Plan Header | PPL-013 | Procurement Item Count | procurement_item_count | Distinct active procurement items in current plan version. | Integer | #,##0 | No | Items exist | System derived | System | Distinct current-version Item IDs | Plan workload and completion view. | Dashboard | Internal
Plan Header | PPL-014 | Item Type Mix | item_type_mix | Count and value split across projects, licenses, equipment, services and other types. | Structured Metric | Type + count + SAR value + % | No | Items exist | System derived | System | Counts/values reconcile to plan totals | Executive plan composition. | Dashboard | Confidential
Plan Header | PPL-015 | CAPEX / OPEX Mix | capex_opex_mix | Count/value split inherited from approved budget classifications. | Structured Metric | Class + SAR value + % | No | Items exist | System derived | System | Values reconcile to plan total | Financial composition. | Dashboard | Confidential
Plan Header | PPL-016 | Plan-to-Budget Reconciliation | plan_budget_reconciliation | Confirms every item maps to an approved line and planned values remain within authority. | Enum | Pass; Warning; Fail | Yes | Before release and each refresh | System check | System | Fail blocks release/new commitment | Returns orphan, duplicate, over-allocated and invalid-condition details. | Control | Internal
Plan Header | PPL-017 | Release Authorization Status | release_authorization_status | Confirms approved budget effectiveness and closure/acceptance of blocking approval conditions. | Enum | Not Ready; Ready; Released; Suspended | Yes | Before execution | Workflow/checks | Commercial & Budgeting/System | Released requires reconciliation Pass and no blocking condition | Only Released plan items may initiate procurement execution. | Workflow | Internal
Identity | PRI-001 | Procurement Item ID | procurement_item_id | Unique executable item within procurement plan. | ID / String | {PPL}-PRI-000 | Yes | After budget approval | System | System | Unique | Generated from plan. | Status updates and project registration | Internal
Identity | PRI-002 | Procurement Plan ID | procurement_plan_id | Parent procurement plan. | Reference | Plan ID | Yes | After budget approval | System | System | Approved budget cycle | Foreign-key enforced. | Reporting | Internal
Identity | PRI-003 | Demand ID | demand_id | Originating approved demand. | Reference | Demand ID | Yes | Procurement item | Budget line | System | Validated demand | Preserves business case traceability. | Project/BSC | Internal
Identity | PRI-004 | Budget Line ID | budget_line_id | Approved line authorizing expenditure. | Reference | Budget line ID | Yes | Procurement item | Budget | System | Approved amount >0 and effective | Controls value ceiling. | Budget tracking | Internal
Identity | PRI-005 | Strategy / Objective / KPI Links | strategy_performance_links | Inherited strategic contribution links. | Multi Reference | IDs | Conditional | Strategic demand | Demand | System | Cannot be changed without approved demand remap | Performance attribution. | BSC | Internal
Definition | PRI-006 | Item Title | procurement_item_title | Specific procurement package title. | Text | 250 chars | Yes | Procurement item | Budget line/default | Commercial & Budgeting | Unique within plan where possible | Displayed in procurement reporting. | Dashboard | Internal
Definition | PRI-007 | Item Description / Scope | procurement_scope | Goods/services and boundaries to procure. | Long Text | 3,000 chars | Yes | Procurement item | Demand/deliverables | Commercial & Budgeting | Must align to approved demand and budget | Basis for PR/RFx/contract. | Project registration | Confidential
Definition | PRI-008 | Item Type | procurement_item_type | Outcome classification. | Enum | Project; License; Equipment; Service; Subscription; Renewal; Resource; Training; Study; Other | Yes | Procurement item | Budget line | Commercial & Budgeting | Must align to budget line unless approved split | Controls fields and PMO routing. | Project/reporting | Internal
Definition | PRI-009 | Procurement Category / Subcategory | procurement_category | Sourcing category classification. | Reference | Category hierarchy | Yes | Procurement item | Budget mapping | Commercial & Budgeting | Active values | Routes buyers and lead-time rules. | Procurement | Internal
Quantity | PRI-010 | Quantity | quantity | Procurement quantity. | Decimal | #,##0.00 | Yes | Procurement item | Budget line | Commercial & Budgeting | >0 | Should reconcile to approved line or explain split. | PR/PO | Confidential
Quantity | PRI-011 | Unit of Measure | unit_of_measure | Procurement unit. | Enum/Text | Configured UOM | Yes | Procurement item | Budget line | Commercial & Budgeting | Active UOM | PR/PO field. | SAP | Internal
Value | PRI-012 | Approved Budget Amount SAR | approved_budget_sar | Budget authority allocated to item. | Currency | SAR #,##0 | Yes | Procurement item | Budget line | System | >0 | Upper commitment limit before change control. | Budget tracking | Confidential
Value | PRI-013 | Planned Procurement Value SAR | planned_value_sar | Expected sourced value. | Currency | SAR #,##0 | Yes | Procurement item | Budget line/manual | Commercial & Budgeting | 0–approved budget unless approved exception | Procurement plan value. | Dashboard | Confidential
Value | PRI-014 | Transaction Currency | transaction_currency | Expected contract/PO currency. | Enum | ISO 4217 | Yes | Procurement item | Budget line | Commercial & Budgeting | Active currency | FX exposure and SAP fields. | SAP | Internal
Value | PRI-015 | Funding Source / Cost Center | funding_dimensions | Funding and accounting dimensions inherited from budget. | Structured Reference | Funding + company + cost center + GL | Yes | Procurement item | Budget line | System | Approved active dimensions | No procurement release if dimensions invalid. | SAP | Confidential
Sourcing | PRI-016 | Procurement Method | procurement_method | Approved sourcing route. | Enum | Existing Contract; Framework; RFQ; RFP; Direct Purchase; Single Source; Internal | Yes | Procurement item | Budget/demand | Commercial & Budgeting | Policy thresholds and approvals | Controls milestones/documents. | Workflow | Confidential
Sourcing | PRI-017 | Contract Type | contract_type | Expected commercial contract structure. | Enum | Fixed Price; Time & Materials; Framework Call-off; Subscription; Lease; Unit Rate; Other | Conditional | External procurement | Manual | Commercial & Budgeting | Other requires definition | Risk, payments and evaluation. | Project registration | Confidential
Sourcing | PRI-018 | Competition Type | competition_type | Competitive market approach. | Enum | Open; Limited; Direct/Single Source; Call-off; Not Applicable | Yes | Procurement item | Method/default | Commercial & Budgeting | Must comply with procurement policy | Routes justifications/approvals. | Workflow | Confidential
Sourcing | PRI-019 | Single-Source Justification | single_source_justification | Basis for non-competitive sourcing. | Long Text | 2,000 chars | Conditional | Single Source/Direct | Manual | Commercial & Budgeting | Evidence and approval required | Blocking readiness item until approved. | Audit | Confidential
Sourcing | PRI-020 | Existing Contract ID | existing_contract_id | Contract/framework used for call-off or renewal. | Reference | Contract ID | Conditional | Existing Contract/Framework/Renewal | SAP/manual | Commercial & Budgeting | Active, sufficient value/scope/term | Loads vendor/rates and remaining ceiling. | SAP | Confidential
Sourcing | PRI-021 | Supplier / Vendor ID | vendor_id | Selected or incumbent supplier. | Reference | Vendor ID | Conditional | After selection or existing contract | SAP/procurement | Commercial & Budgeting | Eligible/active vendor | Contract/PO and reporting. | SAP | Confidential
Sourcing | PRI-022 | Candidate Supplier Count | candidate_supplier_count | Number of qualified suppliers identified/invited. | Integer | #,##0 | Conditional | Competitive sourcing | Procurement | Commercial & Budgeting | >= policy minimum or exception | Competition/readiness indicator. | Dashboard | Internal
Sourcing | PRI-023 | Evaluation Method / Weights | evaluation_method | Technical/commercial criteria and weights. | Structured Rule | Criterion + weight + threshold | Conditional | RFQ/RFP | Manual | Commercial & Budgeting/Business Owner | Weights total 100%; minimum technical threshold defined | Evaluation governance. | Procurement | Confidential
Schedule | PRI-024 | Planned PR Submission | planned_pr_submission_date | Planned purchase requisition submission date. | Date | yyyy-mm-dd | Yes | External procurement | Manual | Commercial & Budgeting | On/after budget effective date | Schedule milestone. | Dashboard | Internal
Schedule | PRI-025 | Planned RFx / Sourcing Start | planned_sourcing_start_date | Planned sourcing launch date. | Date | yyyy-mm-dd | Conditional | Competitive sourcing | Manual | Commercial & Budgeting | >= PR readiness date | Schedule milestone. | Dashboard | Internal
Schedule | PRI-026 | Planned Award Date | planned_award_date | Expected award/selection date. | Date | yyyy-mm-dd | Yes | External procurement | Manual | Commercial & Budgeting | >= sourcing start | Schedule milestone. | Dashboard | Internal
Schedule | PRI-027 | Planned Contract / PO Date | planned_commitment_date | Expected contract signature or PO issue date. | Date | yyyy-mm-dd | Yes | External procurement | Manual | Commercial & Budgeting | >= award date | Budget commitment forecast. | Budget/dashboard | Internal
Schedule | PRI-028 | Planned Delivery / Start Date | planned_delivery_start_date | Expected delivery or service/project commencement. | Date | yyyy-mm-dd | Yes | Procurement item | Demand/manual | Commercial & Budgeting | >= commitment date unless framework exception | Project readiness and phasing. | Project/BSC | Internal
Schedule | PRI-029 | Planned Completion / Acceptance | planned_completion_date | Expected completion, delivery or acceptance date. | Date | yyyy-mm-dd | Yes | Procurement item | Demand/manual | Commercial & Budgeting | >= start date | Timeliness and project dates. | Project/BSC | Internal
Schedule | PRI-030 | Procurement Lead Time | planned_lead_time_days | Calendar/business days from release to commitment/acceptance as configured. | Integer | Days | No | Dates available | System derived | System | >=0; basis displayed | Derived from planned dates. | Dashboard | Internal
Ownership | PRI-031 | Procurement Owner | procurement_owner_user_id | Commercial & Budgeting owner accountable for execution. | User Reference | Directory ID | Yes | Procurement item | Assignment | Commercial & Budgeting | Authorized active user | Receives tasks/escalations. | Workflow | Confidential
Ownership | PRI-032 | Business Technical Contact | business_technical_contact_id | Demand-side contact for scope/evaluation/acceptance. | User Reference | Directory ID | Yes | Procurement item | Demand owner/default | Business Owner | Active user | Receives clarifications and acceptance tasks. | Workflow | Confidential
Ownership | PRI-033 | Commercial Reviewer | commercial_reviewer_user_id | Reviewer of commercial and contractual readiness. | User Reference | Directory ID | Yes | External procurement | Assignment | Commercial & Budgeting | Appropriate authority | Segregates preparation and review. | Workflow | Confidential
Readiness | PRI-034 | Scope Ready | scope_ready | Approved scope/specification is complete. | Boolean | Yes/No | Yes | Before release | Checklist | Commercial & Budgeting/Business Owner | True required | False identifies missing deliverables. | Workflow | Internal
Readiness | PRI-035 | Budget Ready | budget_ready | Funding and accounting dimensions are approved/effective. | Boolean | Yes/No | Yes | Before release | System derived | System | True required | Checks approved amount, effective date and remaining balance. | Workflow | Internal
Readiness | PRI-036 | Requirements / Specifications Ready | requirements_ready | Technical/business specifications and acceptance criteria are sufficient. | Boolean | Yes/No | Yes | Before release | Checklist | Business/Technology Owner | True required | Links approved documents. | Workflow | Internal
Readiness | PRI-037 | Required Reviews Complete | reviews_complete | Architecture, security, data, legal and other conditional reviews complete. | Boolean | Yes/No | Yes | Before release | System derived | System | All triggered reviews endorsed/conditions accepted | Blocks release if false. | Workflow | Internal
Readiness | PRI-038 | Procurement Readiness Status | procurement_readiness_status | Overall readiness disposition. | Enum | Ready; Ready with Conditions; Not Ready | Yes | Before release | System/validator | Commercial & Budgeting | No unresolved blocking control | Only Ready/authorized conditional may execute. | Workflow | Internal
Execution | PRI-039 | Current Procurement Stage | procurement_stage | Latest execution stage. | Enum | Planned; PR Preparation; PR Approval; Tender/RFx; Evaluation; Award Approval; Contract/PO; Delivery; Acceptance; Completed; Cancelled | Yes | Execution | Workflow/status updates | System | Valid transition only | Derived from latest approved status update. | Dashboard | Internal
Execution | PRI-040 | Overall Procurement Status | procurement_status | Health/terminal status. | Enum | Not Started; On Track; At Risk; Delayed; On Hold; Completed; Cancelled | Yes | Execution | System/owner | Commercial & Budgeting | At Risk/Delayed/On Hold/Cancelled requires reason | Operational reporting. | Dashboard | Internal
Execution | PRI-041 | Physical Progress | procurement_progress_pct | Progress through configured weighted procurement milestones. | Percentage | 0.0% | No | Execution | System derived | System | 0–100%; 100 only when completion criteria met | Weighted completed milestone values. | BSC/dashboard | Internal
Execution | PRI-042 | Actual Commitment Value | actual_commitment_sar | PO/contract committed value in SAR. | Currency | SAR #,##0 | No | PO/contract issued | SAP/procurement | System | >=0; reference required | Updates budget committed amount. | Budget/BSC | Confidential
Execution | PRI-043 | Actual Delivery / Acceptance Value | accepted_value_sar | Value delivered and accepted. | Currency | SAR #,##0 | No | Delivery/acceptance | Procurement/SAP | System | 0–commitment plus approved change | Performance and financial tracking. | Dashboard | Confidential
Execution | PRI-044 | Forecast Completion | forecast_completion_date | Latest forecast completion/acceptance date. | Date | yyyy-mm-dd | No | Execution | Owner update | Commercial & Budgeting | >= current stage date | Delay calculation and outlook. | Dashboard/BSC | Internal
Execution | PRI-045 | Schedule Variance | schedule_variance_days | Forecast/actual completion minus planned completion. | Integer | Days | No | Dates available | System derived | System | Signed integer | Positive means late. | Dashboard | Internal
Execution | PRI-046 | Value Variance | value_variance_sar | Approved budget less latest expected/committed value. | Currency | SAR #,##0 | No | Forecast/value available | System derived | System | Formula basis displayed | Updates budget variance. | Dashboard/BSC | Confidential
Outcome | PRI-047 | Outcome Type | procurement_outcome_type | What the completed procurement produces. | Enum | Project; License; Equipment; Service; Subscription; Renewal; No Award; Cancelled | Conditional | At award/completion | Manual/workflow | Commercial & Budgeting | Must align to item type or reason | Controls PMO handoff. | Project registration | Internal
Outcome | PRI-048 | Project Registration Required | project_registration_required | Whether item must be registered by PMO. | Boolean | Yes/No | Yes | Outcome determined | System rule + validator | Commercial & Budgeting | Yes for Project outcome and configurable service/change thresholds | Creates PMO task. | PMO | Internal
Outcome | PRI-049 | PMO Handoff Readiness | pmo_handoff_readiness | Whether minimum project registration package is complete. | Enum | Not Applicable; Not Ready; Ready; Sent; Accepted; Returned | Yes | Project outcome | System/checklist | Commercial & Budgeting/PMO | Ready requires contract, scope, dates, budget, owner and documents | Routes PMO registration. | PMO | Internal
Outcome | PRI-050 | Completion Evidence | completion_evidence_ids | Award, PO/contract, delivery/acceptance or cancellation evidence. | Multi Reference | Attachment IDs | Yes | Terminal procurement status | Manual/integration | Commercial & Budgeting | Evidence types depend on outcome | Locks completion and supports audit. | Audit/project | Confidential
