# 11_Budget Header (38 rows)
Template 7A — Budget Submission Header |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Budget-cycle metadata, consolidated totals, reconciliations and CTO decision package. Detailed cost elements are captured as budget lines. |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Section / Sub-Entity | Field ID | Field Label | Technical Name | Definition & Business Use | Data Type | Length / Format | Required | Conditional / Visibility Rule | Default / Source | Editable By | Validation / Allowed Values | System / Calculation Rule | Key Mapping / Downstream Use | Classification
Envelope | BUD-011 | Approved / Indicative Funding Ceiling | funding_ceiling_sar | Available or proposed ceiling against which requests are assessed. | Currency | SAR #,##0 | Yes | Budget process | Strategy envelope/Finance | Commercial & Budgeting | >=0; source required | Reference only until CTO approval if indicative. | Consolidation | Confidential
Totals | BUD-012 | Total Requested | total_requested_sar | Total gross requested amount in base currency. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Active included line totals | Sum of requested total SAR. | Approval summary | Confidential
Totals | BUD-013 | Total Validated | total_validated_sar | Total of lines passing budget validation. | Currency | SAR #,##0 | No | Validation performed | System derived | System | Validated/included lines only | Sum of validated amount SAR. | Approval summary | Confidential
Totals | BUD-014 | Total Recommended | total_recommended_sar | Amount recommended by Commercial & Budgeting. | Currency | SAR #,##0 | No | Recommendations set | System derived | System | Recommended lines/amounts | Sum of recommended amount SAR. | CTO decision pack | Confidential
Totals | BUD-015 | Total Approved | total_approved_sar | CTO-approved budget baseline. | Currency | SAR #,##0 | No | CTO approval | System derived | System | Approved lines only | Locked baseline used by procurement. | Procurement/BSC | Confidential
Totals | BUD-016 | CAPEX Total | capex_total_sar | Included capital expenditure total. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Cost classification = CAPEX | Reconciles to included total. | Approval/dashboard | Confidential
Totals | BUD-017 | OPEX Total | opex_total_sar | Included operating expenditure total. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Cost classification = OPEX | Reconciles to included total. | Approval/dashboard | Confidential
Totals | BUD-018 | One-Time Cost Total | one_time_total_sar | Non-recurring cost total. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Recurring flag = No | Cost profile. | Approval/dashboard | Confidential
Totals | BUD-019 | Recurring Cost Total | recurring_total_sar | Recurring/renewal cost total. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Recurring flag = Yes | Future commitment view. | Approval/dashboard | Confidential
Totals | BUD-020 | Strategic Demand Total | strategic_total_sar | Included amount linked to approved strategy/objectives. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Strategic classification = Strategic | Strategy budget tracking. | BSC | Confidential
Totals | BUD-021 | Ad-hoc Demand Total | adhoc_total_sar | Included amount for non-strategic/ad-hoc requests. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Strategic classification = Non-strategic/Ad hoc | Separate management visibility. | Dashboard | Confidential
Totals | BUD-022 | Contingency Total | contingency_total_sar | Approved planning contingency contained in lines. | Currency | SAR #,##0 | No | Lines exist | System derived | System | Line contingency amounts | No hidden header-level contingency. | Approval | Confidential
Totals | BUD-023 | Tax Total | tax_total_sar | Estimated recoverable/non-recoverable tax per policy. | Currency | SAR #,##0 | No | Tax applicable | System derived | System | Line tax treatment | Shown separately from net amounts. | Approval | Confidential
Reconciliation | BUD-024 | Funding Gap | funding_gap_sar | Recommended amount minus available ceiling. | Currency | SAR #,##0 | No | Consolidation | System derived | System | Can be negative/positive | Recommended Total – Funding Ceiling; positive indicates shortfall. | CTO decision pack | Confidential
Reconciliation | BUD-025 | Envelope Reconciliation Status | envelope_reconciliation_status | Whether totals reconcile to funding ceiling and strategy envelope. | Enum | Pass; Warning; Fail | No | Consolidation | System derived | System | Tolerance configured | Fail blocks submission unless approved exception. | Control | Internal
Reconciliation | BUD-026 | Demand Reconciliation Status | demand_reconciliation_status | Whether every included budget line maps to a validated demand. | Enum | Pass; Fail | No | Consolidation | System derived | System | No orphan/duplicate lines | Fail blocks CTO submission. | Control | Internal
Reconciliation | BUD-027 | Annual Phasing Reconciliation | annual_phasing_status | Whether monthly/quarterly phasing equals line and header totals. | Enum | Pass; Fail | No | Lines phased | System derived | System | Zero unexplained difference | Fail blocks CTO submission. | Control | Internal
Governance | BUD-028 | Prioritization Method | prioritization_method | Governed method used when demand exceeds ceiling. | Reference/Text | Model/version | Yes | Consolidation | Configuration | Commercial & Budgeting | Approved method/version | Preserves reproducibility. | CTO decision pack | Internal
Governance | BUD-029 | Budget Assumptions | budget_assumptions | Material planning assumptions such as inflation, FX, timing and price basis. | Repeatable Assumption | Statement + owner + source | Yes | Budget process | Manual/configuration | Commercial & Budgeting | At least one or explicit None | Approval context and future variance analysis. | Approval | Confidential
Governance | BUD-030 | Budget Risks | budget_risks | Top risks to affordability or estimate reliability. | Repeatable Risk | Risk + owner + rating + response | Yes | Budget process | Manual | Commercial & Budgeting | At least one or explicit None | CTO decision pack. | Approval | Confidential
Governance | BUD-031 | Management Recommendations | management_recommendations | Recommended funding, deferment, descoping or phasing decisions. | Long Text | 3,000 chars | Yes | Before CTO submission | Manual | Commercial & Budgeting | Must address funding gap and exceptions | CTO decision pack. | Approval | Confidential
Governance | BUD-032 | Excluded / Deferred Demands | excluded_deferred_demands | Demands not included, with reason and future treatment. | Repeatable Reference | Demand + disposition + reason | Conditional | Any validated demand excluded/deferred | System + Manual | Commercial & Budgeting | Reason and owner required | Provides completeness and transparency. | Dashboard | Confidential
Approval | BUD-033 | CTO Decision Requested | cto_decision_requested | Decision requested on recommended budget version. | Enum | Approve; Approve with Conditions; Return for Revision | Yes | Before submission | Manual | Commercial & Budgeting | Cannot request if controls fail | Creates gate approval transaction. | Workflow | Internal
Approval | BUD-034 | Baseline Effective Date | baseline_effective_date | Date approved budget becomes procurement authority. | Date | yyyy-mm-dd | Conditional | After CTO approval | Decision input/default | CTO/System | On/after decision date | Procurement cannot release before effective date. | Procurement | Internal
Approval | BUD-035 | Approval Conditions | approval_conditions | Conditions attached to CTO approval. | Long Text | 2,000 chars | Conditional | Approved with Conditions | Approval transaction | CTO | Each condition needs owner/due date or control | Tracked to closure before affected release if blocking. | Procurement/workflow | Confidential
