# 10_Demand Business Case (98 rows)
Template 6 — Comprehensive Demand and Business Case |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Used for both routes. Strategic fields become mandatory for strategic demands; ad-hoc justification becomes mandatory for non-strategic demands. |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Section / Sub-Entity | Field ID | Field Label | Technical Name | Definition & Business Use | Data Type | Length / Format | Required | Conditional / Visibility Rule | Default / Source | Editable By | Validation / Allowed Values | System / Calculation Rule | Key Mapping / Downstream Use | Classification
Routing | DEM-011 | Strategic Classification | strategic_classification | Whether demand is strategic or non-strategic/ad hoc. | Enum | Strategic; Non-strategic/Ad hoc | Yes | Both routes | Inherited from route, change-controlled | System/Strategy & Governance | Must match entry route unless approved reclassification | Controls mandatory alignment fields. | Reporting | Internal
Routing | DEM-012 | Originating Request Channel | origin_channel | How the need entered the platform. | Enum | Strategy Planning; Business Submission; Regulatory; Audit; Incident/Problem; Executive Directive; Other | Yes | Both routes | Manual/default | Business Requester | Configured list | Analytics and urgency evidence. | Reporting | Internal
Strategic Alignment | DEM-013 | Strategy ID | strategy_id | Strategy supported by the demand. | Reference | Strategy ID | Conditional | Required when Strategic | Inherited/selected | Business Owner/Strategy & Governance | Approved/current strategy; same Master ID for strategic route | Loads themes/objectives. | Budget/BSC | Internal
Strategic Alignment | DEM-014 | Strategic Objective IDs | objective_ids | One or more objectives directly supported. | Multi Reference | Objective IDs | Conditional | Required when Strategic | Manual | Business Owner/Strategy & Governance | Objectives belong to selected strategy | Creates contribution links. | BSC | Internal
Strategic Alignment | DEM-015 | KPI Contribution IDs | kpi_ids | KPIs expected to improve through the demand. | Multi Reference | KPI IDs | Conditional | Required for strategic demand when measurable | Manual | Business Owner/Strategy & Governance | KPIs belong to selected objectives | Links project performance to scorecard. | BSC/project | Internal
Strategic Alignment | DEM-016 | Contribution Statement | strategic_contribution_statement | Explanation of how the demand advances the selected objectives/KPIs. | Long Text | 2,000 chars | Conditional | Required when Strategic | Manual | Business Owner | At least 100 characters; outcome-oriented | Used in validation and prioritization. | Approval pack | Confidential
Strategic Alignment | DEM-017 | Ad-hoc / Special Request Justification | ad_hoc_justification | Reason the non-strategic request is necessary outside the strategy cycle. | Long Text | 2,000 chars | Conditional | Required when Non-strategic/Ad hoc | Manual | Business Owner | Must identify trigger, urgency and consequence of deferral | Budget validation and separate reporting. | Approval pack | Confidential
Strategic Alignment | DEM-018 | Mandatory Driver | mandatory_driver | Legal, regulatory, audit, safety, cyber or executive mandate. | Enum | None; Legal; Regulatory; Audit; Cybersecurity; Safety; Executive Directive | Yes | Both routes | None | Business Owner | Evidence required when not None | Influences priority but does not bypass budget approval. | Prioritization | Confidential
Problem | DEM-019 | Problem / Opportunity Statement | problem_opportunity_statement | Evidence-based description of the need, pain point or opportunity. | Long Text | 3,000 chars | Yes | Both routes | Manual | Business Requester | Minimum 150 characters | Core business-case rationale. | Approval pack | Confidential
Problem | DEM-020 | Current-State Process / Capability | current_state_description | How work is performed today, including systems and pain points. | Long Text | 3,000 chars | Yes | Both routes | Manual | Business Requester | Minimum 100 characters | Baseline for solution and benefits. | Requirements | Confidential
Problem | DEM-021 | Evidence / Baseline Metrics | baseline_evidence | Quantitative evidence establishing the current problem/opportunity. | Repeatable Metric | Metric + value + period + source | Yes | Both routes | Manual | Business Owner | At least one metric or approved qualitative exception | Supports benefits and priority. | Benefits/KPI | Confidential
Problem | DEM-022 | Impact if Not Approved | do_nothing_impact | Financial, operational, customer, regulatory and risk consequences of no action. | Long Text | 2,000 chars | Yes | Both routes | Manual | Business Owner | Must address time horizon | Supports do-nothing option and urgency. | Options/prioritization | Confidential
Outcomes | DEM-023 | Business Objectives | business_objectives | Specific business objectives of the demand. | Repeatable Text | Objective statements | Yes | Both routes | Manual | Business Owner | At least one SMART-aligned objective | Maps to success criteria and benefits. | Project registration | Internal
Outcomes | DEM-024 | Expected Outcomes | expected_outcomes | Results expected after implementation/procurement. | Repeatable Text | Outcome + date | Yes | Both routes | Manual | Business Owner | At least one measurable outcome | Benefits and acceptance. | Project/BSC | Internal
Outcomes | DEM-025 | Success Criteria | success_criteria | Measurable conditions that define demand success. | Repeatable Criterion | Criterion + measure + target | Yes | Both routes | Manual | Business Owner | Each criterion needs verification method | Becomes project acceptance/benefit criteria. | Project | Internal
Outcomes | DEM-026 | Beneficiary Groups | beneficiary_groups | Internal/external users or entities receiving value. | Multi-select + Count | Group + estimated count | Yes | Both routes | Manual | Business Owner | At least one group | Impact analysis and adoption planning. | Reporting | Confidential
Outcomes | DEM-027 | Expected Demand Volume | expected_volume | Expected users, transactions, sites, licenses, devices or workload. | Repeatable Quantity | Driver + unit + volume + period | Conditional | Where volume drives design/cost | Manual | Business Owner | Non-negative and unit required | Cost and capacity estimation. | Budget/requirements | Confidential
Scope | DEM-028 | In Scope | scope_in | Capabilities, deliverables, locations, users and processes included. | Long Text | 3,000 chars | Yes | Both routes | Manual | Business Owner | At least one explicit scope item | Project registration and sourcing. | Project/procurement | Confidential
Scope | DEM-029 | Out of Scope | scope_out | Explicit exclusions. | Long Text | 2,000 chars | Yes | Both routes | Manual | Business Owner | Cannot contradict in-scope | Controls expectations and change. | Project/procurement | Confidential
Scope | DEM-030 | High-Level Deliverables | high_level_deliverables | Products, services or outcomes to be delivered. | Repeatable Text | Deliverable + acceptance owner | Yes | Both routes | Manual | Business Owner | At least one deliverable | Procurement scope and project registration. | Project/procurement | Confidential
Requirements | DEM-031 | Business Requirements | business_requirements | High-level functional and non-functional business requirements. | Repeatable Requirement | ID + statement + priority | Yes | Both routes | Manual | Business Requester/Owner | Unique requirement IDs; MoSCoW priority | Seeds detailed requirements. | Project/procurement | Confidential
Requirements | DEM-032 | Service-Level Requirements | service_level_requirements | Availability, response, resolution, performance and support expectations. | Repeatable Requirement | Metric + target + hours | Conditional | Service/system demand | Manual | Business Owner | Measurable targets | Sourcing, contract and operations. | Procurement/project | Confidential
Requirements | DEM-033 | Acceptance Criteria | acceptance_criteria | Conditions for formal business acceptance of the demand outcome. | Repeatable Criterion | ID + criterion + method + owner | Yes | Both routes | Manual | Business Owner | Objective and verifiable; owner required | Flows to procurement and project. | Project/procurement | Confidential
Requirements | DEM-034 | Integration Requirements | integration_requirements | Systems/interfaces/data exchanges required. | Repeatable Interface | Source + target + direction + frequency | Conditional | Integration impact = Yes | Manual | Business/Technology Owner | System owners and data class required | Architecture/security review. | Project | Restricted
Requirements | DEM-035 | Data Requirements | data_requirements | Data created, consumed, changed, retained or shared. | Repeatable Data Object | Object + owner + class + retention | Conditional | Data impact = Yes | Manual | Business Owner/Data Steward | Owner and classification required | Data governance/privacy review. | Project | Restricted
Requirements | DEM-036 | Reporting / Analytics Requirements | reporting_requirements | Required operational, management and regulatory reports. | Repeatable Requirement | Audience + frequency + measures | No | If reporting required | Manual | Business Owner | Source and owner required | Project scope and data model. | Project | Confidential
Technology Assessment | DEM-037 | Architecture Impact | architecture_impact | Whether the demand creates/changes applications, infrastructure or integrations. | Boolean | Yes/No | Yes | Both routes | Manual | Business/Technology Owner | Yes triggers architecture review | Conditional workflow. | Review routing | Internal
Technology Assessment | DEM-038 | Architecture Assessment Summary | architecture_assessment_summary | Initial fit, reuse, standards and target-architecture assessment. | Long Text | 2,000 chars | Conditional | Architecture Impact = Yes | Reviewer input | Architecture Reviewer | Disposition and findings required | Blocks validation if critical finding open. | Project/procurement | Confidential
Technology Assessment | DEM-039 | Security / Privacy Impact | security_privacy_impact | Whether security controls, personal data or sensitive data are affected. | Boolean | Yes/No | Yes | Both routes | Manual | Business/Technology Owner | Yes triggers security/privacy review | Conditional workflow. | Review routing | Internal
Technology Assessment | DEM-040 | Security Classification / Requirements | security_requirements | Required security, privacy, identity, logging and compliance controls. | Long Text | 2,000 chars | Conditional | Security/Privacy Impact = Yes | Reviewer input | Information Security Reviewer | Criticality/data classification required | Feeds sourcing and project gates. | Project/procurement | Restricted
Technology Assessment | DEM-041 | Data Governance Impact | data_governance_impact | Whether data assets, ownership, classification or sharing changes. | Boolean | Yes/No | Yes | Both routes | Manual | Business Owner | Yes triggers data governance review | Conditional workflow. | Review routing | Internal
Technology Assessment | DEM-042 | Infrastructure / Hosting Need | hosting_requirement | Expected on-premises, cloud, edge, network, device or capacity need. | Enum + Text | None; On-prem; Cloud; Hybrid; Edge; TBD | Yes | Both routes | Manual | Technology Owner | Details required unless None | Cost/capacity and architecture assessment. | Budget/project | Confidential
Technology Assessment | DEM-043 | Business Continuity Criticality | continuity_criticality | Required recovery criticality. | Enum | Critical; High; Medium; Low; Not Applicable | Yes | Both routes | Manual | Business Owner | Critical/High requires RTO/RPO | Resilience design and cost. | Project/operations | Internal
Technology Assessment | DEM-044 | RTO | recovery_time_objective | Maximum acceptable service restoration time. | Duration | Hours | Conditional | Criticality Critical/High | Manual | Business Owner | >0 | Feeds solution and SLA design. | Project/procurement | Confidential
Technology Assessment | DEM-045 | RPO | recovery_point_objective | Maximum acceptable data loss window. | Duration | Hours | Conditional | Data service and Critical/High | Manual | Business Owner | >=0 | Feeds backup/DR design. | Project/procurement | Confidential
Options | DEM-046 | Options Considered | options | Repeatable solution options including mandatory do-nothing/base case. | Repeatable Child Entity | Option records | Yes | Both routes | Manual | Business Owner | At least two options including Do Nothing | Creates option comparison table. | Business case | Confidential
Options | DEM-047 | Option Name | option_name | Name of each assessed option. | Text | 200 chars | Yes | Per option | Manual | Business Owner | Unique within demand | Child option field. | Business case | Internal
Options | DEM-048 | Option Description | option_description | Scope and operating implications of option. | Long Text | 2,000 chars | Yes | Per option | Manual | Business Owner | Minimum 50 characters | Supports evaluation. | Business case | Confidential
Options | DEM-049 | Option Estimated Cost | option_estimated_cost_sar | Whole-life indicative cost for comparison. | Currency | SAR #,##0 | Yes | Per option | Manual/model | Business Owner/Commercial & Budgeting | >=0; estimate basis required | Comparable cost basis across options. | Business case | Confidential
Options | DEM-050 | Option Delivery Time | option_delivery_duration | Indicative duration to value/implementation. | Duration | Weeks/Months | Yes | Per option | Manual | Business/Technology Owner | >0 unless Do Nothing | Option scoring. | Business case | Internal
Options | DEM-051 | Option Benefits Score | option_benefits_score | Normalized expected benefit score. | Decimal | 0–100 | Yes | Per option | Evaluation model | Business Owner | 0–100; criteria weights configured | Used in option weighted score. | Business case | Internal
Options | DEM-052 | Option Risk Score | option_risk_score | Normalized delivery/operational risk score. | Decimal | 0–100 | Yes | Per option | Evaluation model | Business/Technology Owner | 0–100; higher risk clearly defined | Used in option weighted score. | Business case | Confidential
Options | DEM-053 | Option Weighted Score | option_weighted_score | Overall option evaluation result. | Decimal | 0–100 | No | Per option | System derived | System | Criteria weights total 100% | Sum(normalized criterion score × criterion weight). | Preferred option | Internal
Options | DEM-054 | Preferred Option | preferred_option_id | Selected option for funding/procurement. | Reference | Option ID | Yes | Both routes | Manual | Business Owner | Must be an assessed option | Loads preferred scope, cost and timeline. | Budget/procurement | Internal
Options | DEM-055 | Preferred Option Rationale | preferred_option_rationale | Reason selected, including trade-offs and sensitivity. | Long Text | 2,000 chars | Yes | Both routes | Manual | Business Owner | Must reconcile to option scores or explain override | Override of highest score is flagged. | Approval pack | Confidential
Benefits | DEM-056 | Benefit Records | benefits | Repeatable quantified and qualitative benefits. | Repeatable Child Entity | Benefit records | Yes | Both routes | Manual | Business Owner | At least one benefit | Feeds benefit realization and KPI links. | Project/BSC | Confidential
Benefits | DEM-057 | Benefit Type | benefit_type | Classification of each benefit. | Enum | Revenue; Cost Saving; Cost Avoidance; Productivity; Customer; Risk Reduction; Compliance; Capability; Other | Yes | Per benefit | Manual | Business Owner | Other requires description | Determines quantification fields. | Reporting | Internal
Benefits | DEM-058 | Benefit Description | benefit_description | Specific result and causal link to the demand. | Long Text | 1,500 chars | Yes | Per benefit | Manual | Business Owner | Minimum 30 characters | Benefit realization baseline. | Project/BSC | Confidential
Benefits | DEM-059 | Benefit Baseline | benefit_baseline | Current value/condition before implementation. | Decimal/Text | Value + unit + period | Yes | Per benefit | Manual | Business Owner | Source required | Reference for realized benefit. | KPI/benefit tracking | Confidential
Benefits | DEM-060 | Benefit Target | benefit_target | Target value/condition and due period. | Decimal/Text | Value + unit + date | Yes | Per benefit | Manual | Business Owner | Must be measurable or approved qualitative rubric | Creates realization target. | KPI/project | Confidential
Benefits | DEM-061 | Annual Financial Benefit | annual_financial_benefit_sar | Expected recurring annual financial value. | Currency | SAR #,##0 | Conditional | Financial benefit | Manual/model | Business Owner/Finance | >=0; basis required | Feeds ROI/NPV model. | Business case | Confidential
Benefits | DEM-062 | Benefit Realization Start | benefit_realization_start | Expected date benefits begin. | Date | yyyy-mm-dd | Yes | Per benefit | Manual | Business Owner | >= expected delivery date unless justified | Benefit schedule. | Project closure/benefits | Internal
Benefits | DEM-063 | Benefit Owner | benefit_owner_user_id | Accountable owner for realizing/confirming benefit. | User Reference | Directory ID | Yes | Per benefit | Manual | Business Owner | Active user | Receives benefit review tasks. | Benefits | Confidential
Benefits | DEM-064 | Linked KPI | benefit_kpi_id | KPI used to evidence the benefit. | Reference | KPI ID | Conditional | Strategic/measurable benefit | Manual | Business Owner/Strategy & Governance | KPI aligned to objective | Connects business case to BSC. | BSC | Internal
Cost | DEM-065 | Indicative One-Time Cost | indicative_one_time_cost_sar | Initial implementation/acquisition estimate. | Currency | SAR #,##0 | Yes | Both routes | Manual/model | Business Owner/Commercial & Budgeting | >=0 | Reconciles to option and budget lines. | Budget | Confidential
Cost | DEM-066 | Indicative Recurring Annual Cost | indicative_recurring_cost_sar | Expected annual run/subscription/support cost. | Currency | SAR #,##0 | Yes | Both routes | Manual/model | Business Owner/Commercial & Budgeting | >=0 | Creates multi-year TCO requirement. | Budget | Confidential
Cost | DEM-067 | Total Cost of Ownership | tco_sar | Whole-life cost over the defined evaluation period. | Currency | SAR #,##0 | No | Cost profile available | System/model | System | Evaluation horizon required | Sum of one-time and discounted/undiscounted recurring costs per policy. | Business case/budget | Confidential
Cost | DEM-068 | Cost Estimate Basis | cost_estimate_basis | Vendor quote, benchmark, analogous estimate, catalogue, contract or expert estimate. | Enum + Text | Configured basis + reference | Yes | Both routes | Manual | Business Owner/Commercial & Budgeting | Source/evidence required | Determines confidence and validation. | Budget | Confidential
Cost | DEM-069 | Estimate Confidence | estimate_confidence | Maturity/confidence of demand cost estimate. | Enum | High; Medium; Low | Yes | Both routes | Manual | Commercial & Budgeting | Low requires contingency/risk note | Budget review flag. | Consolidation | Internal
Financial Appraisal | DEM-070 | Evaluation Period | financial_evaluation_years | Years used for TCO and benefit appraisal. | Integer | 1–15 | Conditional | Material financial benefit/cost | Policy/default | Commercial & Budgeting | Within policy range | Defines cash-flow horizon. | Business case | Internal
Financial Appraisal | DEM-071 | Discount Rate | discount_rate_pct | Approved discount rate for NPV calculation. | Percentage | 0.00% | Conditional | NPV required | Finance/configuration | Commercial & Budgeting | Approved rate and version | Never manually hardcoded in calculation. | Business case | Confidential
Financial Appraisal | DEM-072 | Net Present Value | npv_sar | Present value of benefits less costs. | Currency | SAR #,##0 | Conditional | Financial appraisal required | System model | System | Cash flows and approved discount rate required | Formula-driven from benefit/cost schedule. | Business case | Confidential
Financial Appraisal | DEM-073 | Internal Rate of Return | irr_pct | Discount rate at which net present value equals zero. | Percentage | 0.0% | Conditional | Suitable cash-flow pattern and policy requires | System model | System | Flag multiple/no-solution cases | Calculated from governed cash flows. | Business case | Confidential
Financial Appraisal | DEM-074 | Return on Investment | roi_pct | Net benefit divided by total cost under stated policy. | Percentage | 0.0% | Conditional | Financial benefits quantified | System model | System | Cost >0; formula basis displayed | Calculated, not manually entered. | Business case | Confidential
Financial Appraisal | DEM-075 | Payback Period | payback_period_months | Months until cumulative net benefit becomes non-negative. | Decimal | 0.0 months | Conditional | Financial benefits quantified | System model | System | Cash-flow series required | Calculated from approved cash-flow schedule. | Business case | Confidential
Schedule | DEM-076 | Requested Start Date | requested_start_date | Earliest date work/procurement should commence. | Date | yyyy-mm-dd | Yes | Both routes | Manual | Business Owner | >= submission date unless emergency | Budget phasing and sourcing schedule. | Budget/procurement | Internal
Schedule | DEM-077 | Required-by Date | required_by_date | Date by which outcome is needed. | Date | yyyy-mm-dd | Yes | Both routes | Manual | Business Owner | > requested start; urgency rationale when lead time insufficient | Procurement and project target. | Procurement/project | Internal
Schedule | DEM-078 | Key Milestones | key_milestones | Business milestones and hard deadlines. | Repeatable Milestone | Name + target date + type | Conditional | Project/high/critical demand | Manual | Business Owner | Dates within requested window | Project registration and sourcing. | Project | Internal
Priority | DEM-079 | Urgency | urgency | Time criticality of the demand. | Enum | Emergency; Critical; High; Normal; Low | Yes | Both routes | Normal | Business Owner | Emergency/Critical requires evidence and sponsor | One input to prioritization; no automatic approval bypass. | Budget consolidation | Internal
Priority | DEM-080 | Business Impact | business_impact | Magnitude of benefit/risk across operations and stakeholders. | Enum | Enterprise; Multi-department; Department; Team/Local | Yes | Both routes | Manual | Business Owner | Evidence must support classification | Priority scoring. | Consolidation | Internal
Priority | DEM-081 | Priority Score | priority_score | Normalized prioritization result. | Decimal | 0–100 | No | Validation | System model | System | Criteria weights total 100% | Configured weighted score including strategic alignment, mandatory need, value, risk reduction, urgency and readiness. | Consolidation | Internal
Delivery | DEM-082 | Proposed Delivery Mode | delivery_mode | How the outcome is expected to be delivered. | Enum | Project; Product/Agile; BAU; Managed Service; Procurement Only; Study | Yes | Both routes | Manual | Business/Technology Owner | Must align to demand type | Determines PMO registration and governance. | Project/procurement | Internal
Delivery | DEM-083 | Resource Requirements | resource_requirements | Internal/external roles, skills, capacity and timing. | Repeatable Resource | Role + skill + FTE + period + source | Conditional | Work effort required | Manual | Business/Technology Owner | Non-negative FTE; source required | Cost and capacity planning. | Budget/project | Confidential
Delivery | DEM-084 | Operating Owner after Delivery | operating_owner_unit_id | Unit accountable for running/supporting the outcome. | Reference | Organization ID | Yes | Both routes | Manual | Business Owner/Technology Owner | Owner acceptance required before validation | Operational readiness. | Project/operations | Internal
Delivery | DEM-085 | Support Model | support_model | Proposed L1/L2/L3 support and supplier responsibilities. | Long Text | 2,000 chars | Conditional | Service/system/license outcome | Manual | Technology Owner | Support owner and hours required | TCO, SLA and transition planning. | Project/procurement | Confidential
Sourcing | DEM-086 | Procurement Required | procurement_required | Whether an external acquisition/sourcing action is required. | Boolean | Yes/No | Yes | Both routes | Manual | Business Owner/Commercial & Budgeting | No requires delivery source | Controls procurement plan creation. | Procurement | Internal
Sourcing | DEM-087 | Indicative Sourcing Route | indicative_sourcing_route | Expected procurement route. | Enum | Existing Contract; Framework; RFQ; RFP; Direct Purchase; Single Source; Internal Delivery; TBD | Conditional | Procurement Required = Yes | Manual | Commercial & Budgeting | Single Source requires justification | Planning lead time and documents. | Procurement | Confidential
Sourcing | DEM-088 | Existing Contract / Agreement | existing_contract_id | Potential contract or framework that may cover the need. | Reference | Contract ID | No | Existing route considered | Manual/SAP | Commercial & Budgeting | Active and sufficient scope/value/term | Avoids duplicate sourcing. | Procurement | Confidential
RAIDC | DEM-089 | Risks / Assumptions / Issues / Dependencies / Constraints | raidc_items | Repeatable planning items affecting feasibility and cost. | Repeatable Child Entity | Type + description + owner + rating + response | Yes | Both routes | Manual | Business/Technology Owner | At least one item or explicit None by type; risks require probability/impact | Feeds validation and project registration. | Project/reporting | Confidential
Stakeholders | DEM-090 | Key Stakeholders | stakeholders | People/groups affected or required for delivery/acceptance. | Repeatable Stakeholder | Party + role + influence + engagement | Yes | Both routes | Manual | Business Owner | Sponsor, business owner and operating owner included | Stakeholder and governance planning. | Project | Confidential
Validation | DEM-091 | Business Owner Attestation | business_owner_attestation | Confirmation that content, benefits, requirements and ownership are accurate. | Boolean + Date | Confirmed | Yes | Before submission | Business Owner action | Business Owner | Must be True; recorded with identity/time | Locks submitted demand version. | Approval audit | Confidential
Validation | DEM-092 | Completeness Score | completeness_score_pct | Percentage of applicable mandatory fields and attachments completed. | Percentage | 0.0% | No | Before submission | System derived | System | 100% required for submission | Conditional fields count only when triggered. | Submission control | Internal
Validation | DEM-093 | Duplicate / Overlap Check | duplicate_check_result | Assessment against existing demands, projects, contracts and services. | Enum + References | Clear; Potential Duplicate; Duplicate; Overlap Accepted | Yes | Before budget validation | System search + validator | Commercial & Budgeting | Duplicate/overlap requires disposition and reference | Blocks or links demand as appropriate. | Consolidation | Confidential
Validation | DEM-094 | Budget Validation Decision | budget_validation_decision | Commercial & Budgeting disposition of demand for consolidation. | Enum | Pending; Validated; Validated with Conditions; Returned; Not Fundable | Yes | After submission | Pending | Commercial & Budgeting | Comments/conditions required except Validated | Only Validated/Validated with Conditions can enter consolidation. | Budget consolidation | Internal
Validation | DEM-095 | Budget Validation Comments | budget_validation_comments | Findings, corrections, funding conditions and mapping notes. | Long Text | 3,000 chars | Conditional | Decision not plain Validated | Manual | Commercial & Budgeting | Must identify field/line and required action | Creates return tasks and audit evidence. | Budget/approval | Confidential
