# 06_Objectives (34 rows)
Template 2 — Strategic Objectives |  |  |  |  |  |  |  |  |  |  |  |  |  | 
One strategy contains one or more objectives. Objective and KPI weights are validated before CTO strategy submission. |  |  |  |  |  |  |  |  |  |  |  |  |  | 
Section / Sub-Entity | Field ID | Field Label | Technical Name | Definition & Business Use | Data Type | Length / Format | Required | Conditional / Visibility Rule | Default / Source | Editable By | Validation / Allowed Values | System / Calculation Rule | Key Mapping / Downstream Use | Classification
Measurement | OBJ-017 | KPI IDs | kpi_ids | KPIs directly measuring the objective. | Multi Reference | KPI IDs | Yes | Before strategy submission | KPI child records | Strategy & Governance | At least one active KPI | Objective score aggregates linked KPIs. | BSC | Internal
Measurement | OBJ-018 | KPI Weight Check | kpi_weight_check | Reconciliation of KPI weights within the objective. | Boolean | True/False | Yes | Before strategy submission | System derived | System | Must be True | True when active KPI weights total 100%. | Submission control | Internal
Performance | OBJ-019 | Physical Progress | physical_progress_pct | Progress of linked initiatives/projects toward completion. | Percentage | 0.0% | No | After execution begins | System derived | System / validated by owner | 0–100% | Weighted from linked project contribution weights/progress. | BSC | Internal
Performance | OBJ-020 | KPI Performance Score | kpi_performance_score | Weighted KPI achievement score for the objective. | Decimal | 0.0–100.0 | No | Reporting period | System derived | System | 0–configured cap | Sum of KPI score × KPI weight. | BSC | Internal
Performance | OBJ-021 | Composite Objective Score | objective_score | Configured blend of KPI results, project contribution and budget performance. | Decimal | 0.0–100.0 | No | Reporting period | System derived | System | Weights total 100% | Default POC: KPI 70%, project progress 20%, budget performance 10%; configurable. | BSC | Internal
Performance | OBJ-022 | Performance As-of Date | performance_as_of_date | Latest date to which performance data is complete. | Date | yyyy-mm-dd | No | After KPI updates | System derived | System | Cannot exceed current date | Minimum validated as-of date across components. | One-page report | Internal
Performance | OBJ-023 | RAG Status | objective_rag | Health based on objective score and overdue conditions. | Enum | Green; Amber; Red; Not Rated | No | Reporting period | System derived | System / controlled override | Configured thresholds; override reason | Default thresholds: Green >=90, Amber 70–89.99, Red <70. | BSC | Internal
Performance | OBJ-024 | Forecast at Completion | forecast_outcome_status | Owner forecast of achieving the objective by target date. | Enum | On Track; At Risk; Off Track; Complete; Not Assessed | No | Active objective | Manual | Objective Owner | At Risk/Off Track requires action | Shown alongside calculated status. | One-page report | Internal
Financial | OBJ-025 | Allocated Approved Budget | allocated_budget_sar | Approved budget mapped to the objective. | Currency | SAR #,##0 | No | After budget approval | System derived | System | >=0 | Sum of approved budget lines linked to objective. | BSC and dashboard | Confidential
Financial | OBJ-026 | Committed Value | committed_value_sar | PO/contract commitments mapped to the objective. | Currency | SAR #,##0 | No | After procurement | System derived | System | >=0; <= approved plus authorized variance | Sum from procurement items. | Budget performance | Confidential
Financial | OBJ-027 | Budget Variance | budget_variance_sar | Approved budget less forecast/committed value under configured basis. | Currency | SAR #,##0; negatives parentheses | No | After budget approval | System derived | System | Formula basis documented | Approved Budget – selected comparison (default EAC). | Dashboard | Confidential
Dependencies | OBJ-028 | Objective Dependencies | objective_dependencies | Other objectives/capabilities on which success depends. | Repeatable Reference | Objective/external reference | No | If dependencies exist | Manual | Strategy & Governance | No self-reference; owner required for external dependency | Feeds risks and sequencing. | Demand/project | Confidential
Risk | OBJ-029 | Top Risks | objective_risk_ids | Strategic risks materially affecting the objective. | Multi Reference | Risk IDs | No | If risks exist | Risk register | Strategy & Governance | Active risk only | Shown in performance reporting. | One-page report | Confidential
Narrative | OBJ-030 | Performance Commentary | performance_commentary | Management explanation of result, variance and outlook. | Long Text | 2,000 chars | Conditional | Required for Amber/Red or >10% variance | Manual | Objective Owner | Must state cause, impact and action | Included in reporting snapshot. | One-page report | Confidential
Action | OBJ-031 | Corrective Action Summary | corrective_action_summary | Summary of recovery actions for at-risk objectives. | Long Text | 1,500 chars | Conditional | Required for At Risk/Off Track/Red | Manual | Objective Owner | Owner and target date must exist | Feeds action tracking. | Management reporting | Confidential
